Timestamp,Raw,Attention,Meditation,delta,theta,low-alpha,high-alpha,low-beta,high-beta,low-gamma,mid-gamma
2022-03-09T20:56:44.578745,436,61,50,357887,51311,27712,10463,30601,17119,6842,1020
2022-03-09T20:56:45.090686,308,61,50,357887,51311,27712,10463,30601,17119,6842,1020
2022-03-09T20:56:45.602626,41,54,67,903428,104909,22890,184576,105646,34445,10929,7219
2022-03-09T20:56:46.114566,-105,54,67,903428,104909,22890,184576,105646,34445,10929,7219
2022-03-09T20:56:46.626505,162,60,88,620107,14923,23346,13378,12652,11330,4769,1013
2022-03-09T20:56:47.138446,469,60,88,620107,14923,23346,13378,12652,11330,4769,1013
2022-03-09T20:56:47.650386,411,60,88,380260,37396,8340,15994,9877,9245,1621,489
2022-03-09T20:56:48.162326,165,60,88,380260,37396,8340,15994,9877,9245,1621,489
2022-03-09T20:56:48.674266,96,53,87,1684384,265738,76815,77987,48256,101441,16042,1404
2022-03-09T20:56:49.186206,145,53,87,1684384,265738,76815,77987,48256,101441,16042,1404
2022-03-09T20:56:49.698147,454,50,96,1154049,39361,14099,39588,19022,14360,5296,842
2022-03-09T20:56:50.210087,81,50,96,1154049,39361,14099,39588,19022,14360,5296,842
2022-03-09T20:56:50.722026,182,67,90,1024113,74569,15093,68689,31878,72342,12028,3453
2022-03-09T20:56:51.233966,91,67,90,1024113,74569,15093,68689,31878,72342,12028,3453
2022-03-09T20:56:51.745907,59,66,69,1213556,170698,33035,30220,62789,45411,16506,3551
2022-03-09T20:56:52.257847,467,66,69,1213556,170698,33035,30220,62789,45411,16506,3551
2022-03-09T20:56:52.769787,332,61,78,80108,59643,48051,26663,28073,24682,5086,559
2022-03-09T20:56:53.281726,209,61,78,80108,59643,48051,26663,28073,24682,5086,559
2022-03-09T20:56:53.793667,50,69,69,1020529,159101,58043,65669,53863,81419,13203,13162
2022-03-09T20:56:54.305607,-2,48,67,1353940,269597,114741,75644,77403,45146,19725,3989
2022-03-09T20:56:54.817547,667,48,67,1353940,269597,114741,75644,77403,45146,19725,3989
2022-03-09T20:56:55.329487,689,66,64,979089,183048,57160,18203,79230,183112,23824,2389
2022-03-09T20:56:55.841427,104,66,64,979089,183048,57160,18203,79230,183112,23824,2389
2022-03-09T20:56:56.353367,87,61,64,173971,68856,26608,54245,19308,19821,2214,2701
2022-03-09T20:56:56.865307,108,61,64,173971,68856,26608,54245,19308,19821,2214,2701
2022-03-09T20:56:57.377247,464,64,74,589589,434823,671268,394696,427367,627053,105975,13170
2022-03-09T20:56:57.889187,376,64,74,589589,434823,671268,394696,427367,627053,105975,13170
2022-03-09T20:56:58.401127,121,77,56,208857,19747,2236,3326,7088,6038,837,550
2022-03-09T20:56:58.913068,-5,77,56,208857,19747,2236,3326,7088,6038,837,550
2022-03-09T20:56:59.425007,61,53,67,1097447,292075,119725,29335,56563,55252,20578,9823
2022-03-09T20:56:59.936947,378,53,67,1097447,292075,119725,29335,56563,55252,20578,9823
