Timestamp,Raw,Attention,Meditation,delta,theta,low-alpha,high-alpha,low-beta,high-beta,low-gamma,mid-gamma
2022-03-09T13:03:54.549090,440,56,69,1863536,453863,701933,405382,783899,310452,55222,38380
,,,,,,,,,,,
2022-03-09T13:03:55.061031,16,56,69,1863536,453863,701933,405382,783899,310452,55222,38380
,,,,,,,,,,,
2022-03-09T13:03:55.572970,322,44,57,1067284,281223,56166,70446,17701,34888,14091,15618
,,,,,,,,,,,
2022-03-09T13:03:56.084911,179,44,57,1067284,281223,56166,70446,17701,34888,14091,15618
,,,,,,,,,,,
2022-03-09T13:03:56.596851,377,17,57,571843,476515,152592,62581,104349,67894,17063,4688
,,,,,,,,,,,
2022-03-09T13:03:57.108791,488,17,57,571843,476515,152592,62581,104349,67894,17063,4688
,,,,,,,,,,,
2022-03-09T13:03:57.620731,36,26,44,1550217,153261,29811,20812,25426,36561,8483,1911
,,,,,,,,,,,
2022-03-09T13:03:58.132671,248,26,44,1550217,153261,29811,20812,25426,36561,8483,1911
,,,,,,,,,,,
2022-03-09T13:03:58.644611,100,37,29,1030025,200163,38618,88642,86455,113291,24764,13893
,,,,,,,,,,,
2022-03-09T13:03:59.156551,320,37,29,1030025,200163,38618,88642,86455,113291,24764,13893
,,,,,,,,,,,
2022-03-09T13:03:59.668491,413,41,30,409596,179030,16006,98909,31470,36465,23160,8936
,,,,,,,,,,,
2022-03-09T13:04:00.180431,-56,41,30,409596,179030,16006,98909,31470,36465,23160,8936
,,,,,,,,,,,
2022-03-09T13:04:00.692372,241,48,30,826998,365688,117738,75551,89714,83888,46469,7527
,,,,,,,,,,,
2022-03-09T13:04:01.204312,-82,48,30,826998,365688,117738,75551,89714,83888,46469,7527
,,,,,,,,,,,
2022-03-09T13:04:01.716252,394,69,35,1018515,76594,31525,31183,43953,95237,7689,3960
,,,,,,,,,,,
2022-03-09T13:04:02.228192,221,69,35,1018515,76594,31525,31183,43953,95237,7689,3960
,,,,,,,,,,,
2022-03-09T13:04:02.740132,77,69,35,788994,69051,31502,23973,34507,27316,12877,2037
,,,,,,,,,,,
2022-03-09T13:04:03.252072,27,69,35,788994,69051,31502,23973,34507,27316,12877,2037
,,,,,,,,,,,
2022-03-09T13:04:03.764011,227,63,48,606717,221014,244586,122170,124851,163806,24686,6685
,,,,,,,,,,,
2022-03-09T13:04:04.275951,354,63,48,606717,221014,244586,122170,124851,163806,24686,6685
,,,,,,,,,,,
2022-03-09T13:04:04.787891,388,61,61,785376,143311,76164,168073,64347,38961,37082,7323
,,,,,,,,,,,
2022-03-09T13:04:05.299832,32,61,61,785376,143311,76164,168073,64347,38961,37082,7323
,,,,,,,,,,,
2022-03-09T13:04:05.811772,100,67,56,730348,56451,3098,19751,19503,17577,5205,1262
,,,,,,,,,,,
2022-03-09T13:04:06.323712,90,67,56,730348,56451,3098,19751,19503,17577,5205,1262
,,,,,,,,,,,
2022-03-09T13:04:06.835652,184,63,60,522049,36254,18546,15759,34559,32225,4309,2219
,,,,,,,,,,,
2022-03-09T13:04:07.347592,448,63,60,522049,36254,18546,15759,34559,32225,4309,2219
,,,,,,,,,,,
2022-03-09T13:04:07.859532,-8,61,54,660433,39570,13747,23222,19495,20303,5130,2427
,,,,,,,,,,,
2022-03-09T13:04:08.371473,101,61,54,660433,39570,13747,23222,19495,20303,5130,2427
,,,,,,,,,,,
2022-03-09T13:04:08.883412,128,61,38,2179460,321342,55114,122926,73519,56699,14134,1889
,,,,,,,,,,,
2022-03-09T13:04:09.395352,508,61,38,2179460,321342,55114,122926,73519,56699,14134,1889
,,,,,,,,,,,
2022-03-09T13:04:09.907293,502,61,57,1591901,189114,64984,206323,53543,112910,14065,3582
,,,,,,,,,,,
2022-03-09T13:04:10.419232,-100,61,57,1591901,189114,64984,206323,53543,112910,14065,3582
,,,,,,,,,,,
2022-03-09T13:04:10.931172,65,47,67,1094487,99037,43843,143867,148262,60459,19998,4302
,,,,,,,,,,,
2022-03-09T13:04:11.443113,-131,47,67,1094487,99037,43843,143867,148262,60459,19998,4302
,,,,,,,,,,,
2022-03-09T13:04:11.955053,570,63,64,642111,26029,38066,14391,31110,62553,4750,1215
,,,,,,,,,,,
2022-03-09T13:04:12.466992,467,63,64,642111,26029,38066,14391,31110,62553,4750,1215
,,,,,,,,,,,
2022-03-09T13:04:12.978932,128,77,47,1417791,386649,14978,67167,133352,123087,29859,5880
,,,,,,,,,,,
2022-03-09T13:04:13.490873,-81,64,23,1295001,247179,31155,40200,68192,41396,23986,4058
,,,,,,,,,,,
2022-03-09T13:04:14.002813,34,64,23,1295001,247179,31155,40200,68192,41396,23986,4058
,,,,,,,,,,,
2022-03-09T13:04:14.514752,586,77,3,217054,27160,1107,12454,23656,18610,4428,1207
,,,,,,,,,,,
2022-03-09T13:04:15.026693,664,77,3,217054,27160,1107,12454,23656,18610,4428,1207
,,,,,,,,,,,
2022-03-09T13:04:15.538633,-116,56,14,1559123,91366,121237,43771,55017,64564,15830,5018
,,,,,,,,,,,
2022-03-09T13:04:16.050573,292,56,14,1559123,91366,121237,43771,55017,64564,15830,5018
,,,,,,,,,,,
2022-03-09T13:04:16.562513,-29,57,48,756715,90744,77617,192936,109392,107356,14926,5550
,,,,,,,,,,,
2022-03-09T13:04:17.074453,326,57,48,756715,90744,77617,192936,109392,107356,14926,5550
,,,,,,,,,,,
2022-03-09T13:04:17.586393,336,64,70,1580647,166242,159831,126665,65404,96579,31483,11860
,,,,,,,,,,,
2022-03-09T13:04:18.098333,65,64,70,1580647,166242,159831,126665,65404,96579,31483,11860
,,,,,,,,,,,
2022-03-09T13:04:18.610273,97,64,70,728773,34544,13069,3209,3701,8239,5747,4845
,,,,,,,,,,,
2022-03-09T13:04:19.122214,74,64,70,728773,34544,13069,3209,3701,8239,5747,4845
,,,,,,,,,,,
2022-03-09T13:04:19.634154,412,38,69,113363,110582,16885,6027,12900,13694,5891,723
,,,,,,,,,,,
2022-03-09T13:04:20.146093,501,38,69,113363,110582,16885,6027,12900,13694,5891,723
,,,,,,,,,,,
2022-03-09T13:04:20.658034,-35,23,54,112039,16911,5470,1624,1230,2222,1464,260
,,,,,,,,,,,
2022-03-09T13:04:21.169974,4,23,54,112039,16911,5470,1624,1230,2222,1464,260
,,,,,,,,,,,
2022-03-09T13:04:21.681914,40,13,35,789538,113626,34156,17807,33188,27958,5563,675
,,,,,,,,,,,
2022-03-09T13:04:22.193853,349,13,35,789538,113626,34156,17807,33188,27958,5563,675
,,,,,,,,,,,
2022-03-09T13:04:22.705793,242,16,11,1904968,1100093,149295,233458,269421,365210,60792,60638
,,,,,,,,,,,
2022-03-09T13:04:23.217734,-10,16,11,1904968,1100093,149295,233458,269421,365210,60792,60638
,,,,,,,,,,,
2022-03-09T13:04:23.729673,210,37,14,1129279,249608,25236,56690,34794,109571,12982,1319
,,,,,,,,,,,
2022-03-09T13:04:24.241613,-108,37,14,1129279,249608,25236,56690,34794,109571,12982,1319
,,,,,,,,,,,
2022-03-09T13:04:24.753553,352,50,13,811723,304840,63750,77814,61319,98389,16506,4004
,,,,,,,,,,,
2022-03-09T13:04:25.265493,486,50,13,811723,304840,63750,77814,61319,98389,16506,4004
,,,,,,,,,,,
2022-03-09T13:04:25.777434,75,51,11,735661,191092,53156,52913,128818,54596,36061,8370
,,,,,,,,,,,
2022-03-09T13:04:26.289374,278,51,11,735661,191092,53156,52913,128818,54596,36061,8370
,,,,,,,,,,,
2022-03-09T13:04:26.801314,42,69,21,1921883,93927,93351,135974,294058,234015,36985,5651
,,,,,,,,,,,
2022-03-09T13:04:27.313254,490,69,21,1921883,93927,93351,135974,294058,234015,36985,5651
,,,,,,,,,,,
2022-03-09T13:04:27.825194,424,77,37,1892656,61129,70059,21523,53551,79309,17448,4983
,,,,,,,,,,,
2022-03-09T13:04:28.337134,-120,77,37,1892656,61129,70059,21523,53551,79309,17448,4983
,,,,,,,,,,,
2022-03-09T13:04:28.849074,130,80,21,1626564,263748,6994,19955,117848,77517,18169,5956
,,,,,,,,,,,
2022-03-09T13:04:29.361014,-57,80,21,1626564,263748,6994,19955,117848,77517,18169,5956
,,,,,,,,,,,
2022-03-09T13:04:29.872955,427,75,26,1512197,87529,6911,28057,29766,17571,15656,1906
,,,,,,,,,,,
2022-03-09T13:04:30.384894,528,75,26,1512197,87529,6911,28057,29766,17571,15656,1906
,,,,,,,,,,,
2022-03-09T13:04:30.896835,-23,57,40,1792263,121416,93396,124653,98600,96661,32308,11077
,,,,,,,,,,,
2022-03-09T13:04:31.408775,259,57,40,1792263,121416,93396,124653,98600,96661,32308,11077
,,,,,,,,,,,
2022-03-09T13:04:31.920715,225,47,30,1510343,277159,33349,47433,67433,73572,11376,4653
,,,,,,,,,,,
2022-03-09T13:04:32.432655,118,47,30,1510343,277159,33349,47433,67433,73572,11376,4653
,,,,,,,,,,,
2022-03-09T13:04:32.944594,486,47,30,1931769,320599,88182,134872,21586,134588,27864,13102
,,,,,,,,,,,
2022-03-09T13:04:33.456535,-201,47,30,1931769,320599,88182,134872,21586,134588,27864,13102
,,,,,,,,,,,
2022-03-09T13:04:33.968475,41,23,50,532402,134515,28584,18167,34555,11062,4178,1079
,,,,,,,,,,,
2022-03-09T13:04:34.480415,52,23,50,1284940,481817,224842,55186,25795,20013,6314,4981
,,,,,,,,,,,
2022-03-09T13:04:34.992354,410,23,50,1284940,481817,224842,55186,25795,20013,6314,4981
,,,,,,,,,,,
2022-03-09T13:04:35.504294,317,48,50,572433,16841,14005,5629,31349,22413,7408,2060
,,,,,,,,,,,
2022-03-09T13:04:36.016234,11,48,50,572433,16841,14005,5629,31349,22413,7408,2060
,,,,,,,,,,,
2022-03-09T13:04:36.528175,325,37,17,1197498,683101,10434,14460,39472,81571,31402,4520
,,,,,,,,,,,
2022-03-09T13:04:37.040114,229,37,17,1197498,683101,10434,14460,39472,81571,31402,4520
,,,,,,,,,,,
2022-03-09T13:04:37.552055,491,35,30,637268,261574,14136,118996,42741,75060,10322,6142
,,,,,,,,,,,
2022-03-09T13:04:38.063996,406,35,30,637268,261574,14136,118996,42741,75060,10322,6142
,,,,,,,,,,,
2022-03-09T13:04:38.575936,13,54,20,967370,96169,4900,5111,30648,21589,4974,1988
,,,,,,,,,,,
2022-03-09T13:04:39.087876,81,54,20,967370,96169,4900,5111,30648,21589,4974,1988
,,,,,,,,,,,
2022-03-09T13:04:39.599815,83,16,27,2081586,1251693,326759,254755,136545,90055,33325,6695
,,,,,,,,,,,
2022-03-09T13:04:40.111756,424,16,27,2081586,1251693,326759,254755,136545,90055,33325,6695
,,,,,,,,,,,
2022-03-09T13:04:40.623696,536,21,40,562141,785018,40990,76824,130969,129761,8282,3520
,,,,,,,,,,,
2022-03-09T13:04:41.135636,-87,21,40,562141,785018,40990,76824,130969,129761,8282,3520
,,,,,,,,,,,
2022-03-09T13:04:41.647576,65,21,40,1502285,144285,52102,103759,81704,158233,43852,6931
,,,,,,,,,,,
2022-03-09T13:04:42.159516,132,21,40,1502285,144285,52102,103759,81704,158233,43852,6931
,,,,,,,,,,,
2022-03-09T13:04:42.671456,375,37,38,1380684,173985,35519,88831,106987,154984,17899,11505
,,,,,,,,,,,
2022-03-09T13:04:43.183395,475,37,38,1380684,173985,35519,88831,106987,154984,17899,11505
,,,,,,,,,,,
